source_date,lines,units,orders
2011-01-12,9,332,1
2011-01-12,10,95,1
2011-01-12,11,132,1
2011-01-12,11,490,1
2011-01-12,11,555,1
2011-01-12,13,33,1
2011-01-12,13,82,1
2011-01-12,15,143,1
2011-01-12,16,131,1
2011-01-12,16,144,1
2011-01-12,18,39,1
2011-01-12,22,113,1
2011-01-12,22,168,1
2011-01-12,24,91,1
2011-01-12,26,47,1
2011-01-12,26,121,1
2011-01-12,29,197,1
2011-01-12,30,586,1
2011-01-12,32,273,1
2011-01-12,34,107,1
2011-01-12,35,193,1
2011-01-12,39,373,1
2011-01-12,47,498,1
2011-01-12,49,303,1
2011-01-12,52,181,1
2011-01-12,66,316,1
2011-01-12,71,766,1
2011-01-12,88,155,1
2011-01-12,417,1390,1
2011-01-12,459,1329,1
2011-01-13,1,1,2
2011-01-13,1,2,1
2011-01-13,1,16,1
2011-01-13,1,72,1
2011-01-13,2,2,1
2011-01-13,2,384,1
2011-01-13,2,400,1
2011-01-13,5,68,1
2011-01-13,6,34,1
2011-01-13,6,95,1
2011-01-13,8,155,1
2011-01-13,9,25,1
2011-01-13,9,85,1
2011-01-13,9,102,1
2011-01-13,9,194,1
2011-01-13,10,109,1
2011-01-13,11,89,1
2011-01-13,12,27,1
2011-01-13,13,91,1
2011-01-13,14,75,1
2011-01-13,14,135,1
2011-01-13,15,155,1
2011-01-13,15,159,1
2011-01-13,15,294,1
2011-01-13,18,120,1
2011-01-13,18,1128,1
2011-01-13,19,429,1
2011-01-13,19,505,1
2011-01-13,20,187,1
2011-01-13,21,118,1
2011-01-13,22,176,1
2011-01-13,27,104,1
2011-01-13,29,94,1
2011-01-13,33,201,1
2011-01-13,36,294,1
2011-01-13,37,286,1
2011-01-13,38,99,1
2011-01-13,41,244,1
2011-01-13,41,246,1
2011-01-13,47,560,1
2011-01-13,69,741,1
2011-01-13,344,912,1
2011-01-13,359,946,1
2011-01-14,1,1,1
2011-01-14,1,10,1
2011-01-14,1,12,1
2011-01-14,2,36,1
2011-01-14,3,24,1
2011-01-14,3,36,1
2011-01-14,3,44,1
2011-01-14,3,60,1
2011-01-14,4,156,1
2011-01-14,5,36,1
2011-01-14,6,76,1
2011-01-14,6,80,1
2011-01-14,7,78,1
2011-01-14,7,98,1
2011-01-14,8,103,1
2011-01-14,9,178,1
2011-01-14,10,70,1
2011-01-14,10,78,1
2011-01-14,11,296,1
2011-01-14,16,18,1
2011-01-14,16,146,1
2011-01-14,16,210,1
2011-01-14,18,164,1
2011-01-14,19,30,1
2011-01-14,19,146,1
2011-01-14,20,312,1
2011-01-14,22,37,1
2011-01-14,22,230,1
2011-01-14,22,262,1
2011-01-14,25,368,1
2011-01-14,27,507,1
2011-01-14,30,198,1
2011-01-14,34,65,1
2011-01-14,35,281,1
2011-01-14,37,54,1
2011-01-14,37,440,1
2011-01-14,39,128,1
2011-01-14,41,6198,1
2011-01-14,42,543,1
2011-01-14,43,68,1
2011-01-14,45,113,1
2011-01-14,64,361,1
2011-01-14,67,177,1
2011-01-14,76,740,1
2011-01-14,79,8210,1
2011-01-14,85,483,1
2011-01-14,383,1164,1
2011-01-16,1,1,1
2011-01-16,1,12,1
2011-01-16,1,48,1
2011-01-16,1,648,1
2011-01-16,2,17,1
2011-01-16,7,7,1
2011-01-16,7,84,1
2011-01-16,9,60,1
2011-01-16,11,107,1
2011-01-16,14,492,1
2011-01-16,19,102,1
2011-01-16,19,190,1
2011-01-16,19,534,1
2011-01-16,23,74,1
2011-01-16,25,83,1
2011-01-16,31,74,1
2011-01-16,36,108,2
2011-01-16,36,118,1
2011-01-16,37,78,1
2011-01-16,38,127,1
2011-01-16,40,347,1
2011-01-16,53,398,1
2011-01-16,76,162,1
2011-01-16,99,223,1
2011-01-17,1,1,1
2011-01-17,1,2,1
2011-01-17,1,5,1
2011-01-17,1,12,1
2011-01-17,1,100,1
2011-01-17,1,144,1
2011-01-17,2,43,1
2011-01-17,3,664,1
2011-01-17,4,48,1
2011-01-17,4,340,1
2011-01-17,5,31,1
2011-01-17,5,52,1
2011-01-17,5,132,1
2011-01-17,6,43,1
2011-01-17,6,96,1
2011-01-17,7,135,1
2011-01-17,8,111,1
2011-01-17,11,94,1
2011-01-17,11,146,1
2011-01-17,12,186,1
2011-01-17,13,14,1
2011-01-17,16,27,1
2011-01-17,17,156,1
2011-01-17,17,262,1
2011-01-17,19,166,1
2011-01-17,19,204,1
2011-01-17,20,263,1
2011-01-17,21,133,1
2011-01-17,23,171,1
2011-01-17,25,217,1
2011-01-17,25,288,1
2011-01-17,28,116,1
2011-01-17,28,129,1
2011-01-17,29,304,1
2011-01-17,31,249,1
2011-01-17,31,447,1
2011-01-17,32,356,1
2011-01-17,34,177,1
2011-01-17,35,145,1
2011-01-17,40,76,1
2011-01-17,42,102,1
2011-01-17,43,101,1
2011-01-17,50,305,1
2011-01-17,51,617,1
2011-01-17,52,404,1
2011-01-17,61,679,1
2011-01-17,62,209,1
2011-01-17,354,947,1
2011-01-17,377,893,1
2011-01-17,401,1229,1
2011-01-17,454,1609,1
2011-01-18,1,4,1
2011-01-18,1,12,1
2011-01-18,1,144,1
2011-01-18,1,74215,1
2011-01-18,4,49,1
2011-01-18,4,61,1
2011-01-18,4,200,1
2011-01-18,5,76,1
2011-01-18,5,96,1
2011-01-18,6,60,1
2011-01-18,7,17,1
2011-01-18,7,1108,1
2011-01-18,8,8,1
2011-01-18,8,53,1
2011-01-18,8,240,1
2011-01-18,9,112,1
2011-01-18,9,286,1
2011-01-18,12,117,1
2011-01-18,12,133,1
2011-01-18,13,518,1
2011-01-18,14,191,1
2011-01-18,16,147,1
2011-01-18,17,99,1
2011-01-18,19,278,1
2011-01-18,20,54,1
2011-01-18,24,56,1
2011-01-18,25,27,1
2011-01-18,27,74,1
2011-01-18,28,291,1
2011-01-18,35,50,1
2011-01-18,35,1198,1
2011-01-18,37,53,1
2011-01-18,38,62,1
2011-01-18,39,106,1
2011-01-18,53,69,1
2011-01-18,68,357,1
2011-01-18,77,459,1
2011-01-18,98,230,1
2011-01-18,281,609,1
2011-01-18,339,1016,1
2011-01-19,1,72,1
2011-01-19,2,36,1
2011-01-19,6,323,1
2011-01-19,7,117,1
2011-01-19,10,66,1
2011-01-19,13,113,1
2011-01-19,14,38,1
2011-01-19,14,54,1
2011-01-19,15,243,1
2011-01-19,16,266,1
2011-01-19,17,308,1
2011-01-19,18,102,1
2011-01-19,19,45,1
2011-01-19,20,62,1
2011-01-19,23,48,1
2011-01-19,24,133,1
2011-01-19,24,316,1
2011-01-19,26,33,1
2011-01-19,27,234,1
2011-01-19,30,383,1
2011-01-19,30,808,1
2011-01-19,31,88,1
2011-01-19,31,310,1
2011-01-19,33,541,1
2011-01-19,33,6072,1
2011-01-19,35,403,1
2011-01-19,37,240,1
2011-01-19,39,53,1
2011-01-19,41,758,1
2011-01-19,44,123,1
2011-01-19,46,235,1
2011-01-19,57,182,1
2011-01-19,101,2334,1
2011-01-19,103,799,1
2011-01-19,414,1430,1
2011-01-20,2,2,1
2011-01-20,2,144,1
2011-01-20,2,288,1
2011-01-20,3,18,1
2011-01-20,3,20,1
2011-01-20,3,60,1
2011-01-20,3,165,1
2011-01-20,4,21,1
2011-01-20,4,56,1
2011-01-20,4,60,1
2011-01-20,5,32,1
2011-01-20,5,36,1
2011-01-20,5,88,1
2011-01-20,9,10,1
2011-01-20,10,73,1
2011-01-20,10,92,1
2011-01-20,11,100,1
2011-01-20,12,139,1
2011-01-20,13,117,1
2011-01-20,14,175,1
2011-01-20,15,112,1
2011-01-20,16,1059,1
2011-01-20,17,180,1
2011-01-20,19,132,1
2011-01-20,19,172,1
2011-01-20,21,1332,1
2011-01-20,22,110,1
2011-01-20,31,56,1
2011-01-20,31,376,1
2011-01-20,32,166,1
2011-01-20,33,351,1
2011-01-20,36,146,1
2011-01-20,48,263,1
2011-01-20,58,209,1
2011-01-20,71,702,1
2011-01-20,106,1126,1
2011-01-20,370,1037,1
2011-01-20,402,1252,1
2011-01-21,1,10,2
2011-01-21,2,2,1
2011-01-21,2,3,1
2011-01-21,3,152,1
2011-01-21,4,14,1
2011-01-21,4,44,1
2011-01-21,4,162,1
2011-01-21,5,81,1
2011-01-21,5,334,1
2011-01-21,6,6,1
2011-01-21,6,430,1
2011-01-21,9,150,1
2011-01-21,10,53,1
2011-01-21,11,143,1
2011-01-21,11,145,1
2011-01-21,12,44,1
2011-01-21,14,152,1
2011-01-21,15,160,1
2011-01-21,16,197,1
2011-01-21,16,484,1
2011-01-21,19,205,1
2011-01-21,19,212,1
2011-01-21,21,226,1
2011-01-21,26,56,1
2011-01-21,27,131,1
2011-01-21,27,233,1
2011-01-21,30,73,1
2011-01-21,35,396,1
2011-01-21,47,77,1
2011-01-21,52,362,1
2011-01-21,57,105,1
2011-01-21,73,365,1
2011-01-21,91,463,1
2011-01-21,93,1927,1
2011-01-21,106,5730,1
2011-01-21,217,478,1
2011-01-21,428,1481,1
2011-01-23,1,1,1
2011-01-23,4,45,1
2011-01-23,6,54,1
2011-01-23,8,53,1
2011-01-23,9,56,1
2011-01-23,10,92,1
2011-01-23,11,81,1
2011-01-23,11,120,1
2011-01-23,14,154,1
2011-01-23,17,52,1
2011-01-23,17,191,1
2011-01-23,19,1174,1
2011-01-23,24,73,1
2011-01-23,28,95,1
2011-01-23,28,177,1
2011-01-23,34,200,1
2011-01-23,40,99,1
2011-01-23,40,325,1
2011-01-23,41,67,1
2011-01-23,44,453,1
2011-01-23,45,67,1
2011-01-23,48,128,1
2011-01-23,49,79,1
2011-01-23,51,182,1
2011-01-23,62,572,1
2011-01-23,95,278,1
2011-01-23,103,367,1
2011-01-24,1,12,1
2011-01-24,1,100,1
2011-01-24,3,4,1
2011-01-24,4,12,1
2011-01-24,4,45,1
2011-01-24,4,132,1
2011-01-24,5,38,1
2011-01-24,5,109,1
2011-01-24,6,38,1
2011-01-24,6,114,1
2011-01-24,8,36,1
2011-01-24,8,45,1
2011-01-24,8,102,2
2011-01-24,8,142,1
2011-01-24,9,84,1
2011-01-24,10,103,1
2011-01-24,10,528,1
2011-01-24,11,33,1
2011-01-24,13,546,1
2011-01-24,14,46,1
2011-01-24,14,445,1
2011-01-24,15,139,1
2011-01-24,15,208,1
2011-01-24,17,128,1
2011-01-24,18,151,1
2011-01-24,18,170,1
2011-01-24,18,177,1
2011-01-24,19,182,1
2011-01-24,19,245,1
2011-01-24,19,272,1
2011-01-24,20,189,1
2011-01-24,20,558,1
2011-01-24,22,318,1
2011-01-24,25,78,1
2011-01-24,26,223,1
2011-01-24,27,181,1
2011-01-24,27,325,1
2011-01-24,30,82,1
2011-01-24,31,42,1
2011-01-24,32,526,1
2011-01-24,44,1244,1
2011-01-24,46,86,1
2011-01-24,49,219,1
2011-01-24,52,902,1
2011-01-24,57,1121,1
2011-01-24,67,258,1
2011-01-24,83,128,1
2011-01-24,95,286,1
2011-01-24,108,226,1
2011-01-24,126,199,1
2011-01-24,154,329,1
2011-01-25,1,1,1
2011-01-25,1,2,1
2011-01-25,1,10,1
2011-01-25,2,10,1
2011-01-25,3,14,1
2011-01-25,3,40,1
2011-01-25,3,52,1
2011-01-25,3,296,1
2011-01-25,4,72,1
2011-01-25,5,440,1
2011-01-25,5,461,1
2011-01-25,5,600,1
2011-01-25,6,7,1
2011-01-25,6,42,1
2011-01-25,6,76,1
2011-01-25,7,33,1
2011-01-25,7,73,1
2011-01-25,7,78,1
2011-01-25,7,81,1
2011-01-25,8,86,1
2011-01-25,8,102,1
2011-01-25,9,69,1
2011-01-25,9,104,1
2011-01-25,10,66,1
2011-01-25,11,14,1
2011-01-25,11,64,1
2011-01-25,11,253,1
2011-01-25,11,314,1
2011-01-25,11,327,1
2011-01-25,12,110,1
2011-01-25,12,355,1
2011-01-25,15,106,1
2011-01-25,15,221,1
2011-01-25,16,136,1
2011-01-25,16,170,1
2011-01-25,16,196,1
2011-01-25,17,188,1
2011-01-25,18,450,1
2011-01-25,19,135,1
2011-01-25,21,97,1
2011-01-25,21,159,1
2011-01-25,21,470,1
2011-01-25,23,189,1
2011-01-25,23,316,1
2011-01-25,23,740,1
2011-01-25,24,141,1
2011-01-25,24,316,1
2011-01-25,25,602,1
2011-01-25,25,1056,1
2011-01-25,27,243,1
2011-01-25,28,153,1
2011-01-25,28,296,1
2011-01-25,31,93,1
2011-01-25,34,162,1
2011-01-25,35,62,1
2011-01-25,39,424,1
2011-01-25,41,159,1
2011-01-25,52,575,1
2011-01-25,52,603,1
2011-01-25,56,1091,1
2011-01-25,57,92,1
2011-01-25,69,112,1
2011-01-25,76,365,1
2011-01-25,89,461,1
2011-01-25,137,365,1
2011-01-25,174,403,1
2011-01-26,1,1,1
2011-01-26,1,2,1
2011-01-26,1,3,1
2011-01-26,1,12,1
2011-01-26,1,24,1
2011-01-26,1,48,1
2011-01-26,1,112,1
2011-01-26,2,64,1
2011-01-26,2,128,1
2011-01-26,3,33,1
2011-01-26,3,1248,1
2011-01-26,4,60,1
2011-01-26,4,156,1
2011-01-26,6,37,1
2011-01-26,6,47,1
2011-01-26,6,158,1
2011-01-26,7,54,1
2011-01-26,8,66,1
2011-01-26,8,82,1
2011-01-26,9,62,1
2011-01-26,10,120,1
2011-01-26,10,133,1
2011-01-26,10,154,1
2011-01-26,10,1326,1
2011-01-26,11,48,1
2011-01-26,11,121,1
2011-01-26,11,225,1
2011-01-26,12,71,1
2011-01-26,12,211,1
2011-01-26,15,112,1
2011-01-26,15,115,1
2011-01-26,16,173,1
2011-01-26,17,72,1
2011-01-26,17,155,1
2011-01-26,18,76,1
2011-01-26,18,120,1
2011-01-26,19,163,1
2011-01-26,20,58,1
2011-01-26,21,150,1
2011-01-26,21,206,1
2011-01-26,23,53,1
2011-01-26,25,225,1
2011-01-26,28,56,1
2011-01-26,29,233,1
2011-01-26,29,315,1
2011-01-26,31,173,1
2011-01-26,35,314,1
2011-01-26,36,90,1
2011-01-26,41,482,1
2011-01-26,43,100,1
2011-01-26,48,135,1
2011-01-26,52,690,1
2011-01-26,63,101,1
2011-01-26,91,608,1
2011-01-26,110,767,1
2011-01-26,197,407,1
2011-01-27,2,4,1
2011-01-27,4,5,1
2011-01-27,4,39,1
2011-01-27,5,46,2
2011-01-27,5,50,1
2011-01-27,5,71,1
2011-01-27,6,110,1
2011-01-27,8,64,1
2011-01-27,9,48,1
2011-01-27,9,92,1
2011-01-27,9,94,1
2011-01-27,11,83,1
2011-01-27,11,109,1
2011-01-27,11,125,1
2011-01-27,12,95,1
2011-01-27,12,119,1
2011-01-27,15,234,1
2011-01-27,16,126,1
2011-01-27,16,127,1
2011-01-27,17,26,1
2011-01-27,17,116,1
2011-01-27,17,680,1
2011-01-27,18,51,1
2011-01-27,18,106,1
2011-01-27,18,191,1
2011-01-27,19,210,1
2011-01-27,20,154,1
2011-01-27,21,59,1
2011-01-27,21,129,1
2011-01-27,21,135,1
2011-01-27,24,67,1
2011-01-27,24,267,1
2011-01-27,24,410,1
2011-01-27,26,296,1
2011-01-27,30,259,1
2011-01-27,34,480,1
2011-01-27,36,420,1
2011-01-27,38,463,1
2011-01-27,41,343,1
2011-01-27,41,450,1
2011-01-27,42,93,1
2011-01-27,45,386,1
2011-01-27,50,231,1
2011-01-27,50,1223,1
2011-01-27,54,171,1
2011-01-27,57,143,1
2011-01-27,61,398,1
2011-01-27,72,269,1
2011-01-27,83,392,1
2011-01-27,93,643,1
2011-01-27,180,358,1
2011-01-28,1,1,1
2011-01-28,1,3,1
2011-01-28,1,4,1
2011-01-28,2,16,1
2011-01-28,3,24,1
2011-01-28,5,98,1
2011-01-28,8,67,1
2011-01-28,8,74,1
2011-01-28,8,154,1
2011-01-28,8,462,1
2011-01-28,9,117,1
2011-01-28,10,59,1
2011-01-28,10,83,1
2011-01-28,12,85,1
2011-01-28,13,198,1
2011-01-28,15,178,1
2011-01-28,16,63,1
2011-01-28,16,67,1
2011-01-28,16,123,1
2011-01-28,16,152,1
2011-01-28,16,193,1
2011-01-28,18,406,1
2011-01-28,20,102,1
2011-01-28,20,110,1
2011-01-28,20,138,1
2011-01-28,20,266,1
2011-01-28,21,55,1
2011-01-28,21,224,1
2011-01-28,21,2804,1
2011-01-28,22,614,1
2011-01-28,23,235,1
2011-01-28,26,164,1
2011-01-28,31,303,1
2011-01-28,32,231,1
2011-01-28,33,338,1
2011-01-28,34,167,1
2011-01-28,35,465,1
2011-01-28,50,323,1
2011-01-28,72,332,1
2011-01-28,177,344,1
2011-01-30,1,1,1
2011-01-30,5,76,1
2011-01-30,7,63,1
2011-01-30,8,29,1
2011-01-30,9,24,1
2011-01-30,13,21,1
2011-01-30,14,202,1
2011-01-30,15,143,1
2011-01-30,18,94,1
2011-01-30,19,29,1
2011-01-30,24,59,1
2011-01-30,25,82,1
2011-01-30,26,56,1
2011-01-30,30,58,1
2011-01-30,32,240,1
2011-01-30,33,139,1
2011-01-30,38,174,1
2011-01-30,43,66,1
2011-01-30,43,292,1
2011-01-30,48,575,1
2011-01-30,50,261,1
2011-01-30,54,185,1
2011-01-30,65,145,1
2011-01-30,94,417,1
2011-01-31,1,1,2
2011-01-31,1,2,1
2011-01-31,1,144,1
2011-01-31,1,600,1
2011-01-31,1,900,1
2011-01-31,2,5,2
2011-01-31,2,42,1
2011-01-31,3,9,1
2011-01-31,3,30,1
2011-01-31,3,144,1
2011-01-31,5,36,1
2011-01-31,5,194,1
2011-01-31,5,230,1
2011-01-31,5,390,1
2011-01-31,7,108,1
2011-01-31,7,236,1
2011-01-31,8,116,1
2011-01-31,10,114,1
2011-01-31,10,215,1
2011-01-31,10,472,1
2011-01-31,11,50,1
2011-01-31,11,218,1
2011-01-31,12,68,1
2011-01-31,13,151,1
2011-01-31,14,22,1
2011-01-31,15,37,1
2011-01-31,15,150,1
2011-01-31,16,260,1
2011-01-31,17,89,1
2011-01-31,17,122,1
2011-01-31,17,202,1
2011-01-31,18,180,1
2011-01-31,19,204,1
2011-01-31,19,264,1
2011-01-31,19,324,1
2011-01-31,20,108,1
2011-01-31,20,126,1
2011-01-31,22,250,1
2011-01-31,22,684,1
2011-01-31,23,35,1
2011-01-31,23,154,1
2011-01-31,26,28,1
2011-01-31,27,54,1
2011-01-31,28,232,1
2011-01-31,28,320,1
2011-01-31,30,278,1
2011-01-31,32,252,1
2011-01-31,35,103,1
2011-01-31,37,142,1
2011-01-31,40,70,1
2011-01-31,40,454,1
2011-01-31,42,567,1
2011-01-31,46,1617,1
2011-01-31,49,468,1
2011-01-31,53,164,1
2011-01-31,64,101,1
2011-01-31,70,105,1
2011-01-31,77,127,1
2011-01-31,134,301,1
2011-01-31,148,314,1
2011-02-01,1,4,1
2011-02-01,1,48,1
2011-02-01,1,96,1
2011-02-01,1,432,1
2011-02-01,2,2,1
2011-02-01,2,50,1
2011-02-01,2,136,1
2011-02-01,3,114,1
2011-02-01,4,40,1
2011-02-01,4,75,1
2011-02-01,4,370,1
2011-02-01,5,20,1
2011-02-01,5,60,1
2011-02-01,5,240,1
2011-02-01,6,12,1
2011-02-01,8,16,1
2011-02-01,8,37,1
2011-02-01,10,59,1
2011-02-01,10,180,1
2011-02-01,11,111,1
2011-02-01,11,192,1
2011-02-01,11,249,1
2011-02-01,12,202,1
2011-02-01,13,35,1
2011-02-01,13,196,1
2011-02-01,13,706,1
2011-02-01,14,73,1
2011-02-01,14,105,1
2011-02-01,14,306,1
2011-02-01,15,342,1
2011-02-01,17,98,1
2011-02-01,18,135,1
2011-02-01,18,143,1
2011-02-01,18,162,1
2011-02-01,18,175,1
2011-02-01,18,197,1
2011-02-01,18,250,1
2011-02-01,19,166,1
2011-02-01,20,70,1
2011-02-01,20,224,1
2011-02-01,20,690,1
2011-02-01,21,256,1
2011-02-01,21,293,1
2011-02-01,22,270,1
2011-02-01,23,132,1
2011-02-01,23,197,1
2011-02-01,28,78,1
2011-02-01,29,142,1
2011-02-01,29,319,1
2011-02-01,30,58,1
2011-02-01,31,199,1
2011-02-01,39,164,1
2011-02-01,39,260,1
2011-02-01,43,1184,1
2011-02-01,45,463,1
2011-02-01,47,172,1
2011-02-01,49,77,1
2011-02-01,56,136,1
2011-02-01,58,2945,1
2011-02-01,79,778,1
2011-02-01,87,140,1
2011-02-01,115,210,1
2011-02-01,178,531,1
2011-02-02,1,4,1
2011-02-02,1,24,1
2011-02-02,1,36,1
2011-02-02,1,100,1
2011-02-02,2,2,1
2011-02-02,2,4,1
2011-02-02,2,150,1
2011-02-02,3,3,1
2011-02-02,3,13,1
2011-02-02,3,50,1
2011-02-02,4,88,1
2011-02-02,4,111,1
2011-02-02,4,142,1
2011-02-02,5,43,1
2011-02-02,5,102,1
2011-02-02,5,450,1
2011-02-02,6,76,1
2011-02-02,6,144,1
2011-02-02,8,71,1
2011-02-02,8,78,1
2011-02-02,8,97,1
2011-02-02,8,180,1
2011-02-02,9,38,1
2011-02-02,9,44,1
2011-02-02,9,95,1
2011-02-02,9,174,1
2011-02-02,9,188,1
2011-02-02,9,206,1
2011-02-02,9,266,1
2011-02-02,10,105,1
2011-02-02,10,116,1
2011-02-02,10,122,1
2011-02-02,11,292,1
2011-02-02,12,125,1
2011-02-02,12,188,1
2011-02-02,12,223,1
2011-02-02,14,196,1
2011-02-02,16,174,1
2011-02-02,16,196,1
2011-02-02,16,198,1
2011-02-02,18,136,1
2011-02-02,18,144,1
2011-02-02,18,159,1
2011-02-02,19,48,1
2011-02-02,19,184,1
2011-02-02,20,161,1
2011-02-02,21,199,1
2011-02-02,26,150,1
2011-02-02,27,395,1
2011-02-02,27,426,1
2011-02-02,31,69,1
2011-02-02,31,87,1
2011-02-02,33,105,1
2011-02-02,34,85,1
2011-02-02,35,43,1
2011-02-02,39,59,1
2011-02-02,46,712,1
2011-02-02,60,92,1
2011-02-02,71,396,1
2011-02-02,75,142,1
2011-02-02,168,309,1
2011-02-02,259,703,1
2011-02-03,1,24,1
2011-02-03,2,3012,1
2011-02-03,3,28,1
2011-02-03,4,18,1
2011-02-03,4,40,1
2011-02-03,4,72,1
2011-02-03,4,586,1
2011-02-03,5,18,1
2011-02-03,7,29,1
2011-02-03,7,102,1
2011-02-03,10,30,1
2011-02-03,10,59,1
2011-02-03,10,86,1
2011-02-03,10,152,1
2011-02-03,11,59,1
2011-02-03,11,122,1
2011-02-03,11,134,1
2011-02-03,11,224,1
2011-02-03,12,76,1
2011-02-03,13,22,1
2011-02-03,14,122,1
2011-02-03,15,174,1
2011-02-03,16,212,1
2011-02-03,17,122,1
2011-02-03,17,150,1
2011-02-03,18,182,1
2011-02-03,19,72,1
2011-02-03,19,182,1
2011-02-03,20,90,1
2011-02-03,23,47,1
2011-02-03,26,157,1
2011-02-03,26,211,1
2011-02-03,27,124,1
2011-02-03,29,235,1
2011-02-03,29,283,1
2011-02-03,29,369,1
2011-02-03,30,167,1
2011-02-03,33,331,1
2011-02-03,34,5880,1
2011-02-03,40,270,1
2011-02-03,41,643,1
2011-02-03,45,222,1
2011-02-03,55,75,1
2011-02-03,71,202,1
2011-02-03,128,284,1
2011-02-04,1,72,1
2011-02-04,2,4,1
2011-02-04,2,5,1
2011-02-04,2,36,1
2011-02-04,3,3,1
2011-02-04,3,8,1
2011-02-04,3,84,1
2011-02-04,3,118,1
2011-02-04,3,224,1
2011-02-04,4,8,1
2011-02-04,4,150,1
2011-02-04,4,324,1
2011-02-04,4,432,1
2011-02-04,5,1306,1
2011-02-04,7,70,1
2011-02-04,7,134,1
2011-02-04,7,2910,1
2011-02-04,9,87,1
2011-02-04,9,98,1
2011-02-04,9,118,1
2011-02-04,10,290,1
2011-02-04,11,95,1
2011-02-04,11,102,1
2011-02-04,12,74,1
2011-02-04,12,126,1
2011-02-04,13,115,1
2011-02-04,14,120,1
2011-02-04,14,157,1
2011-02-04,14,185,1
2011-02-04,16,80,1
2011-02-04,18,141,1
2011-02-04,21,199,1
2011-02-04,21,406,1
2011-02-04,23,47,1
2011-02-04,23,208,1
2011-02-04,23,217,1
2011-02-04,24,186,1
2011-02-04,25,283,1
2011-02-04,30,217,1
2011-02-04,32,229,1
2011-02-04,34,467,1
2011-02-04,37,37,1
2011-02-04,41,110,1
2011-02-04,41,177,1
2011-02-04,48,141,1
2011-02-04,51,155,1
2011-02-04,54,97,1
2011-02-04,58,91,1
2011-02-04,60,137,1
2011-02-04,62,611,1
2011-02-04,107,565,1
2011-02-04,143,433,1
2011-02-06,9,82,1
2011-02-06,11,406,1
2011-02-06,12,430,1
2011-02-06,13,99,1
2011-02-06,16,61,1
2011-02-06,19,34,1
2011-02-06,24,37,1
2011-02-06,30,46,1
2011-02-06,38,359,1
2011-02-06,46,247,1
2011-02-06,61,247,1
2011-02-07,1,1,2
2011-02-07,1,2,1
2011-02-07,2,21,2
2011-02-07,2,1008,1
2011-02-07,4,7,1
2011-02-07,4,1420,1
2011-02-07,5,29,1
2011-02-07,6,37,1
2011-02-07,6,319,1
2011-02-07,7,15,1
2011-02-07,7,16,1
2011-02-07,7,66,1
2011-02-07,7,90,1
2011-02-07,8,71,1
2011-02-07,10,104,1
2011-02-07,11,40,1
2011-02-07,11,99,1
2011-02-07,11,110,1
2011-02-07,11,132,1
2011-02-07,12,29,1
2011-02-07,15,192,1
2011-02-07,17,163,1
2011-02-07,18,444,1
2011-02-07,22,269,1
2011-02-07,25,125,1
2011-02-07,26,89,1
2011-02-07,26,166,1
2011-02-07,29,92,1
2011-02-07,29,294,1
2011-02-07,38,115,1
2011-02-07,39,225,1
2011-02-07,39,522,1
2011-02-07,41,332,1
2011-02-07,57,105,1
2011-02-07,80,465,1
2011-02-07,85,288,1
2011-02-07,103,224,1
2011-02-07,129,266,1
2011-02-07,131,836,1
2011-02-07,142,291,1
2011-02-08,1,2,1
2011-02-08,1,12,2
2011-02-08,1,24,1
2011-02-08,1,144,1
2011-02-08,2,384,1
2011-02-08,3,11,1
2011-02-08,3,96,1
2011-02-08,3,242,1
2011-02-08,5,528,1
2011-02-08,7,160,1
2011-02-08,7,392,1
2011-02-08,8,32,1
2011-02-08,8,40,1
2011-02-08,9,80,1
2011-02-08,9,340,1
2011-02-08,9,416,1
2011-02-08,10,86,1
2011-02-08,10,128,1
2011-02-08,10,308,1
2011-02-08,13,130,1
2011-02-08,13,214,1
2011-02-08,13,1116,1
2011-02-08,15,24,1
2011-02-08,15,148,1
2011-02-08,16,131,1
2011-02-08,17,205,1
2011-02-08,19,57,1
2011-02-08,19,68,1
2011-02-08,19,199,1
2011-02-08,20,228,1
2011-02-08,25,127,1
2011-02-08,28,87,1
2011-02-08,33,79,1
2011-02-08,33,518,1
2011-02-08,38,93,1
2011-02-08,40,224,1
2011-02-08,44,67,1
2011-02-08,48,86,1
2011-02-08,48,440,1
2011-02-08,52,195,1
2011-02-08,70,1066,1
2011-02-08,104,551,1
2011-02-08,143,260,1
2011-02-08,198,362,1
2011-02-09,1,6,1
2011-02-09,3,30,1
2011-02-09,4,10,1
2011-02-09,5,36,1
2011-02-09,8,27,1
2011-02-09,8,92,1
2011-02-09,9,35,1
2011-02-09,11,31,1
2011-02-09,11,61,1
2011-02-09,11,84,1
2011-02-09,11,116,1
2011-02-09,12,159,1
2011-02-09,13,41,1
2011-02-09,13,266,1
2011-02-09,14,256,1
2011-02-09,17,45,1
2011-02-09,20,372,1
2011-02-09,25,158,1
2011-02-09,25,172,1
2011-02-09,26,298,1
2011-02-09,27,185,1
2011-02-09,35,88,1
2011-02-09,39,281,1
2011-02-09,48,2962,1
2011-02-09,61,370,1
2011-02-09,65,154,1
2011-02-09,68,125,1
2011-02-09,137,265,1
2011-02-09,140,400,1
2011-02-10,1,16,1
2011-02-10,1,25,1
2011-02-10,2,68,1
2011-02-10,2,184,1
2011-02-10,2,200,1
2011-02-10,3,217,1
