recording_id,person_id,session,box,scenario,item_count,station_seconds_excluding_picking,picking_seconds,nonwork_or_error_seconds,elapsed_seconds,gap_seconds,missing_core_labels,incident_count,annotation_event_count,annotation_categories,review_flags,screen_pass
U0111,U0111,S0400,3,S1,4,102.79,13.165,0.0,115.955,0.0,,0,3,Parallel;Struggling,,True
U0111,U0111,S0400,4,S1,4,103.745,14.556,0.0,118.301,0.0,,0,4,Parallel;Struggling,,True
U0111,U0111,S0400,5,S1,4,98.014,13.219,0.0,111.233,0.0,,0,2,Parallel;Struggling,,True
U0111,U0111,S0400,6,S1,3,101.124,14.163,0.0,115.287,0.0,,0,3,Parallel;Struggling,,True
U0111,U0111,S0400,7,S1,1,65.936,7.045,0.0,72.981,0.0,,0,2,Additional;Parallel,,True
U0111,U0111,S0400,8,S1,2,78.26,8.45,0.0,86.71,0.0,,0,3,Additional;Parallel;Struggling,,True
U0111,U0111,S0400,9,S1,3,90.13,14.949,0.0,105.079,0.0,,0,2,Parallel;Struggling,,True
U0111,U0111,S0400,10,S1,1,85.257,8.836,0.0,94.093,0.0,,0,4,Parallel;Struggling,,True
U0111,U0111,S0400,11,S1,1,87.576,9.4,0.0,96.976,0.0,,0,4,Parallel;Struggling,,True
U0111,U0111,S0400,12,S1,1,79.49,11.642,0.0,91.132,0.0,,0,4,Additional;Parallel;Struggling,,True
U0111,U0111,S0400,13,S1,2,115.91,13.89,0.0,129.8,0.0,,2,8,Additional;Incident;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0111,U0111,S0400,14,S1,1,75.652,8.528,0.0,84.18,0.0,,0,4,Additional;Investigation;Parallel;Struggling,,True
U0111,U0111,S0400,15,S1,1,83.055,8.333,0.0,91.388,0.0,,0,6,Additional;Parallel;Struggling,,True
U0111,U0111,S0400,16,S1,3,116.229,13.857,0.0,130.086,0.0,,0,8,Parallel;Struggling,,True
U0111,U0111,S0400,17,S1,1,90.967,8.369,0.0,99.336,0.0,,0,6,Parallel;Struggling,,True
U0111,U0111,S0400,18,S1,3,87.45,11.059,0.0,98.509,0.0,,0,4,Additional;Parallel;Struggling,,True
U0111,U0111,S0400,19,S1,2,102.36,12.047,0.0,114.407,0.0,,0,7,Additional;Parallel;Struggling,,True
U0111,U0111,S0400,20,S1,1,101.18,8.698,0.0,115.321,5.443,,1,7,Additional;Incident;Parallel;Struggling,incident_or_recovery_overlap,False
U0111,U0111,S0500,1,S1,1,79.427,7.517,0.0,86.944,0.0,,0,3,Parallel;Struggling,,True
U0111,U0111,S0500,2,S1,4,143.531,16.86,0.0,175.685,15.294,,0,6,Additional;Parallel;Struggling,,True
U0111,U0111,S0500,3,S1,1,65.981,7.293,0.0,73.274,0.0,,0,3,Parallel;Struggling,,True
U0111,U0111,S0500,4,S1,3,78.36,8.438,0.0,86.798,0.0,,0,2,Parallel;Struggling,,True
U0111,U0111,S0500,5,S1,1,64.86,8.532,0.0,73.392,0.0,,0,4,Parallel;Struggling,,True
U0111,U0111,S0500,6,S1,3,102.67,11.495,0.0,114.165,0.0,,0,10,Parallel;Struggling,,True
U0111,U0111,S0500,7,S1,1,62.348,6.908,0.0,69.256,0.0,,0,5,Parallel;Struggling,,True
U0111,U0111,S0500,8,S1,2,70.671,8.324,0.0,78.995,0.0,,0,4,Additional;Parallel;Struggling,,True
U0111,U0111,S0500,9,S1,1,73.631,9.206,0.0,82.837,0.0,,0,4,Confused;Parallel;Struggling,,True
U0111,U0111,S0500,10,S1,1,88.971,14.416,0.0,108.248,4.861,,0,1,Parallel,,True
U0111,U0111,S0500,11,S1,1,70.998,8.172,0.0,79.17,0.0,,0,5,Additional;Parallel;Struggling,,True
U0111,U0111,S0500,12,S1,1,71.846,9.29,0.0,81.136,0.0,,2,5,Incident;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0111,U0111,S0500,13,S1,4,116.495,12.487,0.0,132.352,3.37,,3,8,Additional;Confused;Incident;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0111,U0111,S0500,14,S1,1,78.261,10.149,0.0,88.41,0.0,,0,7,Additional;Investigation;Parallel;Struggling,,True
U0111,U0111,S0500,15,S1,1,90.991,9.476,0.0,100.467,0.0,,0,6,Parallel;Struggling,,True
U0111,U0111,S0500,16,S1,3,84.913,12.92,0.0,97.833,0.0,,0,4,Parallel;Struggling,,True
U0111,U0111,S0500,17,S1,2,91.224,9.39,0.0,100.614,0.0,,0,5,Additional;Parallel;Struggling,,True
U0111,U0111,S0500,18,S1,1,68.256,7.16,0.0,75.416,0.0,,0,4,Parallel;Struggling,,True
U0111,U0111,S0500,19,S1,3,90.374,11.229,0.0,131.237,29.634,,0,5,Parallel;Struggling,,True
U0111,U0111,S0500,20,S1,3,122.919,10.15,0.0,133.069,0.0,,0,8,Additional;Parallel;Struggling,,True
U0201,U0201,S0100,1,S2,1,99.47,12.922,0.0,112.392,-0.0,,0,0,,,True
U0201,U0201,S0100,2,S2,3,129.946,13.349,0.0,143.295,0.0,,0,0,,,True
U0201,U0201,S0100,3,S2,2,108.802,11.398,0.0,120.2,0.0,,0,0,,,True
U0201,U0201,S0100,4,S2,5,182.414,14.576,14.547,211.537,0.0,,0,0,,nonwork_or_error_label,False
U0201,U0201,S0100,5,S2,1,96.945,8.476,0.0,105.421,0.0,,0,0,,,True
U0201,U0201,S0100,6,S2,2,94.119,8.422,0.0,102.541,0.0,,0,0,,,True
U0201,U0201,S0100,7,S2,1,123.872,12.194,13.136,149.202,0.0,,0,0,,nonwork_or_error_label,False
U0201,U0201,S0100,8,S2,14,187.798,12.814,0.0,200.612,0.0,,0,0,,,True
U0201,U0201,S0100,9,S2,2,95.473,7.793,0.0,103.266,0.0,,0,0,,,True
U0201,U0201,S0100,10,S2,1,80.284,7.306,0.0,87.59,0.0,,0,0,,,True
U0201,U0201,S0100,11,S2,1,86.922,8.893,0.0,95.815,0.0,,0,0,,,True
U0201,U0201,S0100,12,S2,2,95.734,8.596,0.0,104.33,0.0,,0,0,,,True
U0201,U0201,S0100,13,S2,3,113.09,10.589,18.161,141.84,0.0,,0,0,,nonwork_or_error_label,False
U0201,U0201,S0100,14,S2,1,78.491,8.035,0.0,86.526,0.0,,0,0,,,True
U0201,U0201,S0100,15,S2,4,116.653,9.385,0.0,126.038,0.0,,0,0,,,True
U0201,U0201,S0100,16,S2,1,76.305,6.738,0.0,83.043,0.0,,0,0,,,True
U0201,U0201,S0100,17,S2,1,76.684,8.846,0.0,85.53,0.0,,0,0,,,True
U0201,U0201,S0100,18,S2,3,114.634,9.022,0.0,123.656,0.0,,0,0,,,True
U0201,U0201,S0100,19,S2,1,83.792,7.246,0.0,91.038,0.0,,0,0,,,True
U0201,U0201,S0100,20,S2,2,92.653,9.032,0.0,101.685,0.0,,0,0,,,True
U0201,U0201,S0200,9,S3,3,114.157,9.516,0.0,123.673,0.0,,0,7,Additional;Struggling,,True
U0201,U0201,S0200,10,S3,1,74.013,10.153,0.0,84.166,0.0,,0,1,Additional,,True
U0201,U0201,S0200,11,S3,1,117.609,10.338,0.0,127.947,0.0,,0,5,Additional;Confused,,True
U0201,U0201,S0200,12,S3,3,99.117,60.343,0.0,159.46,0.0,,0,8,Additional;Confused;Investigation;Struggling,,True
U0201,U0201,S0200,13,S3,1,105.582,8.547,0.0,114.129,0.0,,0,4,Additional;Struggling,,True
U0201,U0201,S0200,14,S3,3,130.558,13.71,0.0,144.268,0.0,,0,7,Additional;Struggling,,True
U0201,U0201,S0200,15,S3,1,73.828,9.778,0.0,83.606,-0.0,,0,6,Additional;Struggling,,True
U0201,U0201,S0200,16,S3,1,102.921,10.498,5.13,118.549,0.0,,0,9,Additional;Confused;Investigation;Parallel;Struggling,nonwork_or_error_label,False
U0201,U0201,S0200,17,S3,1,84.463,11.752,0.0,96.215,0.0,,0,5,Additional;Confused;Investigation;Struggling,,True
U0201,U0201,S0200,18,S3,1,94.101,9.61,0.0,105.899,2.188,,3,9,Additional;Incident;Recovery;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0200,19,S3,1,91.046,10.139,0.0,101.185,0.0,,0,9,Additional;Confused;Parallel;Struggling,,True
U0201,U0201,S0200,20,S3,2,78.994,7.87,0.0,86.864,0.0,,0,5,Additional;Parallel;Struggling,,True
U0201,U0201,S0300,1,S3,2,114.174,13.037,0.0,129.836,2.625,,1,11,Additional;Confused;Incident;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0300,2,S3,4,135.2,9.198,0.0,144.398,0.0,,0,8,Additional;Struggling,,True
U0201,U0201,S0300,3,S3,5,145.249,8.657,8.354,165.393,3.133,,0,5,Additional;Confused;Struggling,nonwork_or_error_label,False
U0201,U0201,S0300,4,S3,2,99.983,6.917,0.0,106.9,0.0,,0,6,Additional;Confused;Struggling,,True
U0201,U0201,S0300,5,S3,4,140.251,8.813,0.0,149.064,0.0,,2,11,Additional;Confused;Incident;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0300,6,S3,2,84.557,7.571,0.0,92.128,0.0,,0,4,Additional;Struggling,,True
U0201,U0201,S0300,7,S3,1,77.56,7.645,0.0,85.205,0.0,,0,5,Additional;Struggling,,True
U0201,U0201,S0300,8,S3,5,140.023,9.761,14.144,163.928,0.0,,0,10,Additional;Confused;Parallel;Struggling,nonwork_or_error_label,False
U0201,U0201,S0300,9,S3,2,102.016,8.048,0.0,110.064,-0.0,,0,5,Additional;Confused;Struggling,,True
U0201,U0201,S0300,10,S3,1,65.617,7.005,0.0,72.622,0.0,,0,7,Additional;Struggling,,True
U0201,U0201,S0300,11,S3,1,74.017,7.352,0.0,81.369,0.0,,0,5,Additional;Parallel,,True
U0201,U0201,S0300,12,S3,1,73.059,8.426,6.422,87.907,0.0,,0,2,Additional;Struggling,nonwork_or_error_label,False
U0201,U0201,S0300,13,S3,1,91.749,20.039,0.0,111.788,0.0,,0,10,Additional;Confused;Parallel;Struggling,,True
U0201,U0201,S0300,14,S3,2,98.652,2.857,0.0,101.509,0.0,,0,5,Additional;Confused,,True
U0201,U0201,S0300,15,S3,1,78.771,3.234,0.0,82.005,0.0,,0,8,Additional;Confused;Struggling,,True
U0201,U0201,S0300,16,S3,2,106.557,8.409,0.0,114.966,0.0,,0,5,Additional;Confused;Struggling,,True
U0201,U0201,S0300,17,S3,1,80.821,8.751,0.0,89.572,0.0,,0,7,Additional;Confused;Parallel;Struggling,,True
U0201,U0201,S0300,18,S3,2,100.512,9.449,0.0,109.961,0.0,,0,11,Additional;Confused;Investigation;Struggling,,True
U0201,U0201,S0300,19,S3,1,79.229,8.814,0.0,88.043,0.0,,0,5,Additional;Struggling,,True
U0201,U0201,S0300,20,S3,2,80.146,9.337,0.0,89.483,0.0,,0,6,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,1,S4,1,69.408,8.463,0.0,77.871,0.0,,0,4,Additional;Investigation,,True
U0201,U0201,S0400,2,S4,2,66.155,7.388,0.0,73.543,0.0,,0,4,Additional;Parallel,,True
U0201,U0201,S0400,3,S4,3,95.04,9.108,0.0,104.148,0.0,,0,4,Additional,,True
U0201,U0201,S0400,4,S4,2,78.6,9.618,0.0,88.218,0.0,,0,12,Additional;Confused;Parallel;Struggling,,True
U0201,U0201,S0400,5,S4,1,58.675,3.818,0.0,62.493,0.0,,0,6,Additional;Confused;Struggling,,True
U0201,U0201,S0400,6,S4,2,79.999,7.415,8.051,95.465,0.0,,0,3,Additional;Struggling,nonwork_or_error_label,False
U0201,U0201,S0400,7,S4,2,73.896,6.587,0.0,80.483,0.0,,0,5,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,8,S4,11,100.378,23.984,0.0,124.362,0.0,,6,15,Additional;Incident;Investigation;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0400,9,S4,1,58.534,3.442,0.0,61.976,0.0,,0,5,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,10,S4,1,68.606,6.255,0.0,74.861,0.0,,0,4,Additional;Struggling,,True
U0201,U0201,S0400,11,S4,1,71.406,7.949,0.0,79.355,0.0,,0,5,Additional;Struggling,,True
U0201,U0201,S0400,12,S4,1,54.615,7.47,0.0,62.085,0.0,,1,8,Additional;Incident;Parallel;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0400,13,S4,2,68.354,6.934,0.0,75.288,0.0,,0,6,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,14,S4,5,129.784,11.902,0.0,141.686,0.0,,0,9,Additional;Investigation;Parallel;Struggling,,True
U0201,U0201,S0400,15,S4,1,67.15,7.234,0.0,74.384,0.0,,0,4,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,16,S4,2,81.089,8.378,0.0,89.467,0.0,,0,5,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,17,S4,1,51.173,7.565,0.0,58.738,0.0,,0,3,Additional;Parallel,,True
U0201,U0201,S0400,18,S4,2,82.765,7.646,0.0,90.411,0.0,,0,9,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,19,S4,2,77.216,7.328,0.0,84.544,0.0,,0,4,Additional;Parallel;Struggling,,True
U0201,U0201,S0400,20,S4,1,84.353,9.411,6.093,99.857,0.0,,3,10,Additional;Confused;Incident;Investigation;Parallel;Recovery;Struggling,incident_or_recovery_overlap;nonwork_or_error_label,False
U0201,U0201,S0500,1,S2,4,85.734,8.885,0.0,94.619,0.0,,0,5,Parallel;Struggling,,True
U0201,U0201,S0500,2,S2,3,81.944,11.185,0.0,93.129,0.0,,0,9,Additional;Confused;Parallel;Struggling,,True
U0201,U0201,S0500,3,S2,4,80.592,11.281,0.0,91.873,0.0,,0,6,Additional;Parallel;Struggling,,True
U0201,U0201,S0500,4,S2,1,54.399,11.877,7.013,73.289,0.0,,0,9,Additional;Parallel;Struggling,nonwork_or_error_label,False
U0201,U0201,S0500,5,S2,3,68.402,11.42,0.0,79.822,0.0,,0,4,Additional;Confused;Struggling,,True
U0201,U0201,S0500,6,S2,1,52.624,10.725,3.221,66.57,0.0,,0,3,Additional;Parallel;Struggling,nonwork_or_error_label,False
U0201,U0201,S0500,7,S2,2,112.263,11.759,5.422,129.444,0.0,,4,13,Additional;Incident;Parallel;Recovery;Struggling,incident_or_recovery_overlap;nonwork_or_error_label,False
U0201,U0201,S0500,8,S2,2,57.247,10.453,0.0,67.7,0.0,,0,7,Additional;Confused;Parallel;Struggling,,True
U0201,U0201,S0500,9,S2,3,62.765,7.787,0.0,70.552,0.0,,0,6,Additional;Parallel;Struggling,,True
U0201,U0201,S0500,10,S2,2,54.352,9.345,0.0,63.697,0.0,,1,6,Additional;Incident;Parallel;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0500,11,S2,1,47.557,10.804,0.0,58.361,0.0,,0,9,Additional;Parallel;Struggling,,True
U0201,U0201,S0500,12,S2,2,72.34,9.806,0.0,82.146,0.0,,1,5,Additional;Incident;Parallel;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0500,13,S2,2,54.068,10.765,0.0,64.833,0.0,,0,6,Additional;Investigation;Parallel;Struggling,,True
U0201,U0201,S0500,14,S2,3,72.777,10.696,0.0,83.473,0.0,,0,8,Additional;Parallel;Struggling,,True
U0201,U0201,S0500,15,S2,1,56.236,8.571,0.0,64.807,0.0,,1,6,Additional;Incident;Investigation;Parallel;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0500,16,S2,3,69.884,9.283,0.0,79.167,0.0,,1,12,Additional;Incident;Investigation;Parallel;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0500,17,S2,1,47.342,8.058,0.0,55.4,0.0,,1,6,Additional;Confused;Incident;Parallel;Struggling,incident_or_recovery_overlap,False
U0201,U0201,S0500,18,S2,2,62.455,8.799,0.0,71.254,0.0,,0,8,Additional;Parallel;Struggling,,True
U0201,U0201,S0500,19,S2,1,51.654,7.758,0.0,59.412,0.0,,0,5,Additional;Parallel;Struggling,,True
U0201,U0201,S0500,20,S2,2,71.717,9.107,0.0,80.824,0.0,,2,9,Additional;Incident;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0100,1,S2,3,127.576,96.979,0.0,224.555,0.0,,1,17,Additional;Confused;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0100,2,S2,1,103.181,12.496,0.0,115.677,0.0,,0,6,Additional;Confused;Struggling,,True
U0202,U0105,S0100,3,S2,2,115.354,15.723,0.0,131.077,0.0,,1,10,Additional;Confused;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0100,4,S2,2,98.928,12.397,0.0,127.904,16.579,,0,8,Additional;Confused;Investigation;Struggling,,True
U0202,U0105,S0100,5,S2,2,73.655,10.129,0.0,83.784,0.0,,0,5,Additional;Confused;Struggling,,True
U0202,U0105,S0100,6,S2,1,84.357,8.59,0.0,92.947,0.0,,0,10,Additional;Confused;Struggling,,True
U0202,U0105,S0100,7,S2,2,92.233,9.63,0.0,101.863,0.0,,0,11,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0100,8,S2,1,89.887,10.451,0.0,100.338,0.0,,0,15,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0100,9,S2,4,136.698,29.418,0.0,166.116,0.0,,0,11,Additional;Confused;Investigation;Struggling,,True
U0202,U0105,S0100,10,S2,1,85.184,9.336,0.0,94.52,0.0,,0,13,Additional;Confused;Investigation;Struggling,,True
U0202,U0105,S0100,11,S2,3,102.993,14.138,0.0,117.131,0.0,,0,14,Additional;Investigation;Parallel;Struggling,,True
U0202,U0105,S0100,12,S2,1,77.239,7.011,0.0,84.25,0.0,,1,7,Additional;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0100,13,S2,1,94.163,13.352,0.0,107.515,0.0,,0,8,Additional;Investigation;Parallel;Struggling,,True
U0202,U0105,S0100,14,S2,3,93.853,10.934,0.0,104.787,0.0,,0,12,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0100,15,S2,2,79.947,9.632,0.0,89.579,0.0,,0,9,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0100,16,S2,1,69.885,7.76,0.0,77.645,0.0,,0,12,Additional;Confused;Struggling,,True
U0202,U0105,S0100,17,S2,1,96.774,8.189,0.0,104.963,0.0,,0,9,Additional;Confused;Parallel;Struggling,,True
U0202,U0105,S0100,18,S2,1,78.338,9.109,0.0,91.456,4.009,,0,12,Additional;Confused;Investigation;Struggling,,True
U0202,U0105,S0100,19,S2,3,110.299,13.916,0.0,124.215,0.0,,0,11,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0100,20,S2,1,82.886,7.348,0.0,90.234,0.0,,0,11,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,1,S2,1,73.133,9.959,0.0,83.092,0.0,,0,5,Additional;Confused;Investigation;Struggling,,True
U0202,U0105,S0200,2,S2,1,76.537,11.843,0.0,88.38,0.0,,0,10,Additional;Confused;Parallel;Struggling,,True
U0202,U0105,S0200,3,S2,1,72.851,10.138,0.0,82.989,0.0,,0,15,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,4,S2,2,74.931,9.968,0.0,84.899,0.0,,0,13,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,5,S2,3,89.511,9.487,0.0,98.998,0.0,,0,9,Additional;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,6,S2,2,88.308,11.393,0.0,101.414,1.713,,0,6,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,7,S2,2,66.952,8.758,0.0,75.71,0.0,,0,10,Additional;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,8,S2,1,120.561,9.862,0.0,130.423,0.0,,1,17,Additional;Confused;Incident;Investigation;Parallel;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0200,9,S2,2,91.043,10.641,0.0,101.684,0.0,,0,12,Additional;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,10,S2,2,75.114,8.923,0.0,84.037,0.0,,0,6,Additional;Confused;Investigation;Struggling,,True
U0202,U0105,S0200,11,S2,1,66.475,6.755,0.0,73.23,0.0,,0,7,Additional;Parallel;Struggling,,True
U0202,U0105,S0200,12,S2,1,58.419,8.043,0.0,66.462,0.0,,0,4,Additional;Parallel;Struggling,,True
U0202,U0105,S0200,13,S2,1,75.581,9.436,0.0,88.399,3.382,,5,13,Additional;Confused;Incident;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0200,14,S2,1,82.875,6.653,0.0,89.528,0.0,,2,13,Additional;Confused;Incident;Investigation;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0200,15,S2,1,75.831,8.259,0.0,84.09,0.0,,2,14,Additional;Confused;Investigation;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0200,16,S2,1,66.828,9.543,0.0,76.371,0.0,,0,12,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,17,S2,1,80.68,8.872,0.0,89.552,0.0,,0,12,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,18,S2,2,85.605,10.635,0.0,96.24,0.0,,0,11,Additional;Confused;Investigation;Parallel;Struggling,,True
U0202,U0105,S0200,19,S2,1,62.229,7.736,0.0,69.965,0.0,,1,8,Additional;Confused;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0200,20,S2,2,94.949,11.865,0.0,106.814,0.0,,0,13,Additional;Investigation;Parallel;Struggling,,True
U0202,U0105,S0300,1,S3,1,79.049,11.323,0.0,90.372,0.0,,0,3,Additional;Struggling,,True
U0202,U0105,S0300,2,S3,4,117.622,22.029,0.0,139.651,0.0,,0,1,Additional,,True
U0202,U0105,S0300,3,S3,1,58.27,12.698,0.0,70.968,0.0,,0,0,,,True
U0202,U0105,S0300,4,S3,1,67.453,8.896,0.0,76.349,0.0,,0,0,,,True
U0202,U0105,S0300,5,S3,4,139.261,27.614,0.0,166.875,0.0,,2,4,Additional;Incident;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0300,6,S3,2,110.423,16.3,0.0,126.723,0.0,,0,3,Parallel;Struggling,,True
U0202,U0105,S0300,7,S3,2,93.904,10.405,0.0,104.309,0.0,,0,3,Additional;Struggling,,True
U0202,U0105,S0300,8,S3,1,91.939,7.845,0.0,99.784,0.0,,2,4,Confused;Incident;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0300,9,S3,1,56.709,14.944,0.0,71.653,0.0,,0,0,,,True
U0202,U0105,S0300,10,S3,1,75.067,9.49,0.0,84.557,0.0,,0,1,Struggling,,True
U0202,U0105,S0300,11,S3,5,163.609,16.978,0.0,180.587,0.0,,0,1,Struggling,,True
U0202,U0105,S0300,12,S3,1,98.631,12.63,0.0,111.261,0.0,,2,7,Additional;Incident;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0300,13,S3,4,119.294,15.337,0.0,134.631,0.0,,1,1,Incident,incident_or_recovery_overlap,False
U0202,U0105,S0300,14,S3,3,89.752,14.361,0.0,104.113,0.0,,0,0,,,True
U0202,U0105,S0300,15,S3,1,61.572,11.594,0.0,73.166,0.0,,0,1,Investigation,,True
U0202,U0105,S0300,16,S3,2,76.006,13.515,0.0,89.521,0.0,,0,2,Additional,,True
U0202,U0105,S0300,17,S3,1,59.872,16.222,0.0,76.094,-0.0,,0,3,Additional;Struggling,,True
U0202,U0105,S0300,18,S3,1,72.016,8.03,0.0,87.659,7.613,,1,3,Confused;Incident;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0300,19,S3,1,68.99,10.688,0.0,79.678,0.0,,0,1,Struggling,,True
U0202,U0105,S0300,20,S3,2,75.992,12.51,0.0,88.502,0.0,,0,2,Additional;Struggling,,True
U0202,U0105,S0400,1,S3,4,108.618,23.536,0.0,132.154,0.0,,0,0,,,True
U0202,U0105,S0400,2,S3,2,86.55,13.024,0.0,99.574,0.0,,0,0,,,True
U0202,U0105,S0400,3,S3,2,87.472,11.37,0.0,98.842,0.0,,1,1,Incident,incident_or_recovery_overlap,False
U0202,U0105,S0400,4,S3,2,67.846,16.374,0.0,84.22,0.0,,0,0,,,True
U0202,U0105,S0400,5,S3,1,58.869,10.805,0.0,69.674,0.0,,0,2,Parallel;Struggling,,True
U0202,U0105,S0400,6,S3,1,63.129,12.111,0.0,75.24,-0.0,,0,0,,,True
U0202,U0105,S0400,7,S3,1,55.73,11.23,0.0,66.96,0.0,,2,3,Incident;Parallel;Recovery,incident_or_recovery_overlap,False
U0202,U0105,S0400,8,S3,1,61.703,10.818,0.0,78.133,5.612,,2,2,Incident;Recovery,incident_or_recovery_overlap,False
U0202,U0105,S0400,9,S3,1,49.312,9.131,0.0,58.443,0.0,,0,0,,,True
U0202,U0105,S0400,10,S3,1,84.878,10.539,0.0,100.988,5.571,,0,2,Additional;Struggling,,True
U0202,U0105,S0400,11,S3,2,77.788,5.773,0.0,88.517,4.956,,0,1,Struggling,,True
U0202,U0105,S0400,12,S3,2,64.957,10.299,0.0,75.256,0.0,,0,1,Additional,,True
U0202,U0105,S0400,13,S3,3,87.489,18.975,0.0,106.464,0.0,Attach Shipping Label,0,0,,missing_core_labels,False
U0202,U0105,S0400,14,S3,1,63.241,12.379,0.0,75.62,0.0,,0,2,Additional;Struggling,,True
U0202,U0105,S0400,15,S3,1,98.794,8.626,0.0,115.227,7.807,,2,3,Incident;Parallel;Recovery,incident_or_recovery_overlap,False
U0202,U0105,S0400,16,S3,4,139.447,19.302,0.0,221.971,63.222,,1,4,Incident;Parallel;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0400,17,S3,3,80.7,19.482,0.0,100.182,0.0,,0,0,,,True
U0202,U0105,S0400,18,S3,1,64.727,11.365,0.0,76.092,0.0,,0,2,Struggling,,True
U0202,U0105,S0400,19,S3,4,106.775,14.597,0.0,121.372,0.0,,0,0,,,True
U0202,U0105,S0400,20,S3,1,76.996,8.462,0.0,86.74,1.282,,0,0,,,True
U0202,U0105,S0500,1,S4,1,49.911,8.342,0.0,58.253,0.0,,0,3,Additional;Parallel;Struggling,,True
U0202,U0105,S0500,2,S4,3,84.494,16.594,0.0,111.246,10.158,,0,0,,,True
U0202,U0105,S0500,3,S4,2,63.171,9.143,0.0,74.389,2.075,,0,1,Additional,,True
U0202,U0105,S0500,4,S4,1,47.853,7.822,0.0,55.675,0.0,,0,0,,,True
U0202,U0105,S0500,5,S4,1,46.456,8.848,0.0,55.304,0.0,,0,1,Additional,,True
U0202,U0105,S0500,6,S4,5,117.841,27.324,0.0,145.165,0.0,,0,2,Investigation;Struggling,,True
U0202,U0105,S0500,7,S4,4,81.609,23.57,0.0,105.179,0.0,,0,3,Additional;Struggling,,True
U0202,U0105,S0500,8,S4,1,73.164,7.792,0.0,80.956,0.0,,3,6,Incident;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0202,U0105,S0500,9,S4,1,47.702,4.38,0.0,57.065,4.983,,0,1,Struggling,,True
U0202,U0105,S0500,10,S4,1,44.176,4.43,0.0,48.606,0.0,,0,0,,,True
U0202,U0105,S0500,11,S4,2,61.427,7.639,0.0,69.066,0.0,,0,0,,,True
U0202,U0105,S0500,12,S4,2,58.978,15.355,0.0,74.333,0.0,,0,0,,,True
U0202,U0105,S0500,13,S4,1,55.423,4.042,0.0,59.465,0.0,,0,1,Struggling,,True
U0202,U0105,S0500,14,S4,2,63.967,5.204,0.0,69.171,0.0,,2,2,Incident;Recovery,incident_or_recovery_overlap,False
